answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Somewhat approve,25.0,43.0,senate,Opinion of Barack Obama as president,30,Iowa,Grassley
Somewhat approve,25.0,4.0,senate,Opinion of Barack Obama as president,30,Iowa,Other/No Answer
Somewhat disapprove,13.0,13.0,senate,Opinion of Barack Obama as president,30,Iowa,Judge
Somewhat disapprove,13.0,85.0,senate,Opinion of Barack Obama as president,30,Iowa,Grassley
Somewhat disapprove,13.0,2.0,senate,Opinion of Barack Obama as president,30,Iowa,Other/No Answer
Strongly disapprove,34.0,3.0,senate,Opinion of Barack Obama as president,30,Iowa,Judge
Strongly disapprove,34.0,94.0,senate,Opinion of Barack Obama as president,30,Iowa,Grassley
Strongly disapprove,34.0,3.0,senate,Opinion of Barack Obama as president,30,Iowa,Other/No Answer
Approve,52.0,69.0,senate,Opinion of Barack Obama as president,31,Iowa,Judge
Approve,52.0,29.0,senate,Opinion of Barack Obama as president,31,Iowa,Grassley
Approve,52.0,2.0,senate,Opinion of Barack Obama as president,31,Iowa,Other/No Answer
Disapprove,47.0,6.0,senate,Opinion of Barack Obama as president,31,Iowa,Judge
Disapprove,47.0,91.0,senate,Opinion of Barack Obama as president,31,Iowa,Grassley
Disapprove,47.0,3.0,senate,Opinion of Barack Obama as president,31,Iowa,Other/No Answer
Continue Obama's policies,26.0,76.0,senate,Should the next president:,32,Iowa,Judge
Continue Obama's policies,26.0,22.0,senate,Should the next president:,32,Iowa,Grassley
Continue Obama's policies,26.0,2.0,senate,Should the next president:,32,Iowa,Other/No Answer
Be more conservative,54.0,7.0,senate,Should the next president:,32,Iowa,Judge
Be more conservative,54.0,90.0,senate,Should the next president:,32,Iowa,Grassley
Be more conservative,54.0,3.0,senate,Should the next president:,32,Iowa,Other/No Answer
Be more liberal,15.0,56.0,senate,Should the next president:,32,Iowa,Judge
Be more liberal,15.0,39.0,senate,Should the next president:,32,Iowa,Grassley
Be more liberal,15.0,5.0,senate,Should the next president:,32,Iowa,Other/No Answer
Favorable,40.0,81.0,senate,Opinion of Hillary Clinton,33,Iowa,Judge
Favorable,40.0,18.0,senate,Opinion of Hillary Clinton,33,Iowa,Grassley
Favorable,40.0,1.0,senate,Opinion of Hillary Clinton,33,Iowa,Other/No Answer
Unfavorable,58.0,10.0,senate,Opinion of Hillary Clinton,33,Iowa,Judge
Unfavorable,58.0,87.0,senate,Opinion of Hillary Clinton,33,Iowa,Grassley
Unfavorable,58.0,3.0,senate,Opinion of Hillary Clinton,33,Iowa,Other/No Answer
Favorable,40.0,5.0,senate,Opinion of Donald Trump,34,Iowa,Judge
Favorable,40.0,91.0,senate,Opinion of Donald Trump,34,Iowa,Grassley
Favorable,40.0,4.0,senate,Opinion of Donald Trump,34,Iowa,Other/No Answer
Unfavorable,58.0,62.0,senate,Opinion of Donald Trump,34,Iowa,Judge
Unfavorable,58.0,36.0,senate,Opinion of Donald Trump,34,Iowa,Grassley
Unfavorable,58.0,2.0,senate,Opinion of Donald Trump,34,Iowa,Other/No Answer
Both favorable,1.0,,senate,Opinion of Clinton and Trump,35,Iowa,Judge
Both favorable,1.0,,senate,Opinion of Clinton and Trump,35,Iowa,Grassley
Both favorable,1.0,,senate,Opinion of Clinton and Trump,35,Iowa,Other/No Answer
Only Clinton favorable,39.0,81.0,senate,Opinion of Clinton and Trump,35,Iowa,Judge
Only Clinton favorable,39.0,18.0,senate,Opinion of Clinton and Trump,35,Iowa,Grassley
Only Clinton favorable,39.0,1.0,senate,Opinion of Clinton and Trump,35,Iowa,Other/No Answer
Only Trump favorable,39.0,3.0,senate,Opinion of Clinton and Trump,35,Iowa,Judge
Only Trump favorable,39.0,94.0,senate,Opinion of Clinton and Trump,35,Iowa,Grassley
Only Trump favorable,39.0,3.0,senate,Opinion of Clinton and Trump,35,Iowa,Other/No Answer
Both unfavorable,19.0,23.0,senate,Opinion of Clinton and Trump,35,Iowa,Judge
Both unfavorable,19.0,73.0,senate,Opinion of Clinton and Trump,35,Iowa,Grassley
Both unfavorable,19.0,4.0,senate,Opinion of Clinton and Trump,35,Iowa,Other/No Answer
Excellent,3.0,,senate,Condition of national economy,36,Iowa,Judge
Excellent,3.0,,senate,Condition of national economy,36,Iowa,Grassley
Excellent,3.0,,senate,Condition of national economy,36,Iowa,Other/No Answer
Good,33.0,61.0,senate,Condition of national economy,36,Iowa,Judge
Good,33.0,38.0,senate,Condition of national economy,36,Iowa,Grassley
Good,33.0,1.0,senate,Condition of national economy,36,Iowa,Other/No Answer
Not good,40.0,29.0,senate,Condition of national economy,36,Iowa,Judge
Not good,40.0,68.0,senate,Condition of national economy,36,Iowa,Grassley
Not good,40.0,3.0,senate,Condition of national economy,36,Iowa,Other/No Answer
Poor,23.0,10.0,senate,Condition of national economy,36,Iowa,Judge
Poor,23.0,86.0,senate,Condition of national economy,36,Iowa,Grassley
Poor,23.0,4.0,senate,Condition of national economy,36,Iowa,Other/No Answer
Good,36.0,61.0,senate,Condition of national economy,37,Iowa,Judge
Good,36.0,37.0,senate,Condition of national economy,37,Iowa,Grassley
Good,36.0,2.0,senate,Condition of national economy,37,Iowa,Other/No Answer
Poor,63.0,22.0,senate,Condition of national economy,37,Iowa,Judge
Poor,63.0,75.0,senate,Condition of national economy,37,Iowa,Grassley
Poor,63.0,3.0,senate,Condition of national economy,37,Iowa,Other/No Answer
Better today,28.0,60.0,senate,Financial situation compared to four years ago:,38,Iowa,Judge
Better today,28.0,37.0,senate,Financial situation compared to four years ago:,38,Iowa,Grassley
Better today,28.0,3.0,senate,Financial situation compared to four years ago:,38,Iowa,Other/No Answer
Worse today,28.0,13.0,senate,Financial situation compared to four years ago:,38,Iowa,Judge
Worse today,28.0,83.0,senate,Financial situation compared to four years ago:,38,Iowa,Grassley
Worse today,28.0,4.0,senate,Financial situation compared to four years ago:,38,Iowa,Other/No Answer
About the same,44.0,42.0,senate,Financial situation compared to four years ago:,38,Iowa,Judge
About the same,44.0,57.0,senate,Financial situation compared to four years ago:,38,Iowa,Grassley
About the same,44.0,1.0,senate,Financial situation compared to four years ago:,38,Iowa,Other/No Answer
Favors the wealthy,60.0,42.0,senate,U.S. economic system generally:,39,Iowa,Judge
Favors the wealthy,60.0,53.0,senate,U.S. economic system generally:,39,Iowa,Grassley
Favors the wealthy,60.0,5.0,senate,U.S. economic system generally:,39,Iowa,Other/No Answer
Is fair to most Americans,35.0,18.0,senate,U.S. economic system generally:,39,Iowa,Judge
Is fair to most Americans,35.0,81.0,senate,U.S. economic system generally:,39,Iowa,Grassley
Is fair to most Americans,35.0,1.0,senate,U.S. economic system generally:,39,Iowa,Other/No Answer
Better than today,22.0,55.0,senate,Life for the next generation of Americans will be:,40,Iowa,Judge
Better than today,22.0,42.0,senate,Life for the next generation of Americans will be:,40,Iowa,Grassley
Better than today,22.0,3.0,senate,Life for the next generation of Americans will be:,40,Iowa,Other/No Answer
Worse than today,43.0,18.0,senate,Life for the next generation of Americans will be:,40,Iowa,Judge
Worse than today,43.0,79.0,senate,Life for the next generation of Americans will be:,40,Iowa,Grassley
Worse than today,43.0,3.0,senate,Life for the next generation of Americans will be:,40,Iowa,Other/No Answer
About the same,31.0,41.0,senate,Life for the next generation of Americans will be:,40,Iowa,Judge
About the same,31.0,56.0,senate,Life for the next generation of Americans will be:,40,Iowa,Grassley
About the same,31.0,3.0,senate,Life for the next generation of Americans will be:,40,Iowa,Other/No Answer
Urban area,27.0,50.0,senate,Area type,41,Iowa,Judge
Urban area,27.0,48.0,senate,Area type,41,Iowa,Grassley
Urban area,27.0,2.0,senate,Area type,41,Iowa,Other/No Answer
Suburban area,33.0,35.0,senate,Area type,41,Iowa,Judge
Suburban area,33.0,62.0,senate,Area type,41,Iowa,Grassley
Suburban area,33.0,3.0,senate,Area type,41,Iowa,Other/No Answer
Rural area,40.0,29.0,senate,Area type,41,Iowa,Judge
Rural area,40.0,69.0,senate,Area type,41,Iowa,Grassley
Rural area,40.0,2.0,senate,Area type,41,Iowa,Other/No Answer
Eastern Iowa,25.0,41.0,senate,Region,42,Iowa,Judge
Eastern Iowa,25.0,56.0,senate,Region,42,Iowa,Grassley
Eastern Iowa,25.0,3.0,senate,Region,42,Iowa,Other/No Answer
East Central Iowa,19.0,39.0,senate,Region,42,Iowa,Judge
East Central Iowa,19.0,59.0,senate,Region,42,Iowa,Grassley
East Central Iowa,19.0,2.0,senate,Region,42,Iowa,Other/No Answer
Des Moines Area,24.0,43.0,senate,Region,42,Iowa,Judge
Des Moines Area,24.0,54.0,senate,Region,42,Iowa,Grassley
Des Moines Area,24.0,3.0,senate,Region,42,Iowa,Other/No Answer
Central Iowa,16.0,30.0,senate,Region,42,Iowa,Judge
Central Iowa,16.0,67.0,senate,Region,42,Iowa,Grassley
Central Iowa,16.0,3.0,senate,Region,42,Iowa,Other/No Answer
Western Iowa,16.0,23.0,senate,Region,42,Iowa,Judge
Western Iowa,16.0,74.0,senate,Region,42,Iowa,Grassley
Western Iowa,16.0,3.0,senate,Region,42,Iowa,Other/No Answer
Male,49.0,26.0,president,Gender,0,Kentucky,Clinton
Male,49.0,71.0,president,Gender,0,Kentucky,Trump
Male,49.0,3.0,president,Gender,0,Kentucky,Other/No Answer
Female,51.0,40.0,president,Gender,0,Kentucky,Clinton
Female,51.0,54.0,president,Gender,0,Kentucky,Trump
Female,51.0,6.0,president,Gender,0,Kentucky,Other/No Answer
18-29,19.0,34.0,president,Age,1,Kentucky,Clinton
18-29,19.0,59.0,president,Age,1,Kentucky,Trump
18-29,19.0,7.0,president,Age,1,Kentucky,Other/No Answer
30-44,23.0,29.0,president,Age,1,Kentucky,Clinton
30-44,23.0,66.0,president,Age,1,Kentucky,Trump
30-44,23.0,5.0,president,Age,1,Kentucky,Other/No Answer
45-64,42.0,33.0,president,Age,1,Kentucky,Clinton
45-64,42.0,63.0,president,Age,1,Kentucky,Trump
45-64,42.0,4.0,president,Age,1,Kentucky,Other/No Answer
65 and older,17.0,37.0,president,Age,1,Kentucky,Clinton
65 and older,17.0,61.0,president,Age,1,Kentucky,Trump
65 and older,17.0,2.0,president,Age,1,Kentucky,Other/No Answer
18-24,10.0,31.0,president,Age,2,Kentucky,Clinton
18-24,10.0,61.0,president,Age,2,Kentucky,Trump
18-24,10.0,6.0,president,Age,2,Kentucky,Johnson
18-24,10.0,1.0,president,Age,2,Kentucky,Stein
18-24,10.0,1.0,president,Age,2,Kentucky,Other/No Answer
25-29,9.0,,president,Age,2,Kentucky,Clinton
25-29,9.0,,president,Age,2,Kentucky,Trump
25-29,9.0,,president,Age,2,Kentucky,Johnson
25-29,9.0,,president,Age,2,Kentucky,Stein
25-29,9.0,,president,Age,2,Kentucky,Other/No Answer
30-39,15.0,33.0,president,Age,2,Kentucky,Clinton
30-39,15.0,61.0,president,Age,2,Kentucky,Trump
30-39,15.0,0.0,president,Age,2,Kentucky,Johnson
30-39,15.0,3.0,president,Age,2,Kentucky,Stein
30-39,15.0,3.0,president,Age,2,Kentucky,Other/No Answer
40-49,18.0,24.0,president,Age,2,Kentucky,Clinton
40-49,18.0,72.0,president,Age,2,Kentucky,Trump
40-49,18.0,3.0,president,Age,2,Kentucky,Johnson
40-49,18.0,1.0,president,Age,2,Kentucky,Stein
40-49,18.0,,president,Age,2,Kentucky,Other/No Answer
50-64,32.0,35.0,president,Age,2,Kentucky,Clinton
50-64,32.0,61.0,president,Age,2,Kentucky,Trump
50-64,32.0,3.0,president,Age,2,Kentucky,Johnson
50-64,32.0,0.0,president,Age,2,Kentucky,Stein
50-64,32.0,1.0,president,Age,2,Kentucky,Other/No Answer
65 and older,17.0,37.0,president,Age,2,Kentucky,Clinton
65 and older,17.0,61.0,president,Age,2,Kentucky,Trump
65 and older,17.0,1.0,president,Age,2,Kentucky,Johnson
65 and older,17.0,,president,Age,2,Kentucky,Stein
65 and older,17.0,1.0,president,Age,2,Kentucky,Other/No Answer
18-44,42.0,31.0,president,Age,3,Kentucky,Clinton
18-44,42.0,63.0,president,Age,3,Kentucky,Trump
18-44,42.0,6.0,president,Age,3,Kentucky,Other/No Answer
45 and older,58.0,34.0,president,Age,3,Kentucky,Clinton
45 and older,58.0,62.0,president,Age,3,Kentucky,Trump
45 and older,58.0,4.0,president,Age,3,Kentucky,Other/No Answer
White,88.0,27.0,president,Race,4,Kentucky,Clinton
White,88.0,68.0,president,Race,4,Kentucky,Trump
White,88.0,5.0,president,Race,4,Kentucky,Other/No Answer
Black,8.0,,president,Race,4,Kentucky,Clinton
Black,8.0,,president,Race,4,Kentucky,Trump
Black,8.0,,president,Race,4,Kentucky,Other/No Answer
Latino,3.0,,president,Race,4,Kentucky,Clinton
Latino,3.0,,president,Race,4,Kentucky,Trump
Latino,3.0,,president,Race,4,Kentucky,Other/No Answer
Asian,1.0,,president,Race,4,Kentucky,Clinton
Asian,1.0,,president,Race,4,Kentucky,Trump
Asian,1.0,,president,Race,4,Kentucky,Other/No Answer
Other race,1.0,,president,Race,4,Kentucky,Clinton
Other race,1.0,,president,Race,4,Kentucky,Trump
Other race,1.0,,president,Race,4,Kentucky,Other/No Answer
White,88.0,27.0,president,Race,5,Kentucky,Clinton
White,88.0,68.0,president,Race,5,Kentucky,Trump
White,88.0,5.0,president,Race,5,Kentucky,Other/No Answer
Non-white,12.0,73.0,president,Race,5,Kentucky,Clinton
Non-white,12.0,20.0,president,Race,5,Kentucky,Trump
Non-white,12.0,7.0,president,Race,5,Kentucky,Other/No Answer
White men,43.0,20.0,president,Race and gender,6,Kentucky,Clinton
White men,43.0,77.0,president,Race and gender,6,Kentucky,Trump
White men,43.0,3.0,president,Race and gender,6,Kentucky,Other/No Answer
White women,44.0,35.0,president,Race and gender,6,Kentucky,Clinton
White women,44.0,60.0,president,Race and gender,6,Kentucky,Trump
White women,44.0,5.0,president,Race and gender,6,Kentucky,Other/No Answer
Black men,4.0,,president,Race and gender,6,Kentucky,Clinton
Black men,4.0,,president,Race and gender,6,Kentucky,Trump
Black men,4.0,,president,Race and gender,6,Kentucky,Other/No Answer
Black women,4.0,,president,Race and gender,6,Kentucky,Clinton
Black women,4.0,,president,Race and gender,6,Kentucky,Trump
Black women,4.0,,president,Race and gender,6,Kentucky,Other/No Answer
Latino men,1.0,,president,Race and gender,6,Kentucky,Clinton
Latino men,1.0,,president,Race and gender,6,Kentucky,Trump
Latino men,1.0,,president,Race and gender,6,Kentucky,Other/No Answer
Latino women,1.0,,president,Race and gender,6,Kentucky,Clinton
Latino women,1.0,,president,Race and gender,6,Kentucky,Trump
Latino women,1.0,,president,Race and gender,6,Kentucky,Other/No Answer
Others,2.0,,president,Race and gender,6,Kentucky,Clinton
Others,2.0,,president,Race and gender,6,Kentucky,Trump
Others,2.0,,president,Race and gender,6,Kentucky,Other/No Answer
High school or less,25.0,28.0,president,Education,7,Kentucky,Clinton
High school or less,25.0,66.0,president,Education,7,Kentucky,Trump
High school or less,25.0,6.0,president,Education,7,Kentucky,Other/No Answer
Some college,36.0,33.0,president,Education,7,Kentucky,Clinton
Some college,36.0,64.0,president,Education,7,Kentucky,Trump
Some college,36.0,3.0,president,Education,7,Kentucky,Other/No Answer
College graduate,24.0,28.0,president,Education,7,Kentucky,Clinton
College graduate,24.0,67.0,president,Education,7,Kentucky,Trump
College graduate,24.0,5.0,president,Education,7,Kentucky,Other/No Answer
Postgraduate,15.0,53.0,president,Education,7,Kentucky,Clinton
Postgraduate,15.0,42.0,president,Education,7,Kentucky,Trump
Postgraduate,15.0,5.0,president,Education,7,Kentucky,Other/No Answer
Yes,40.0,38.0,president,Are you a college graduate?,8,Kentucky,Clinton
Yes,40.0,58.0,president,Are you a college graduate?,8,Kentucky,Trump
Yes,40.0,4.0,president,Are you a college graduate?,8,Kentucky,Other/No Answer
No,60.0,31.0,president,Are you a college graduate?,8,Kentucky,Clinton
No,60.0,65.0,president,Are you a college graduate?,8,Kentucky,Trump
No,60.0,4.0,president,Are you a college graduate?,8,Kentucky,Other/No Answer
White college graduates,36.0,34.0,president,Education and race,9,Kentucky,Clinton
White college graduates,36.0,61.0,president,Education and race,9,Kentucky,Trump
White college graduates,36.0,5.0,president,Education and race,9,Kentucky,Other/No Answer
Whites no degree,52.0,23.0,president,Education and race,9,Kentucky,Clinton
Whites no degree,52.0,73.0,president,Education and race,9,Kentucky,Trump
Whites no degree,52.0,4.0,president,Education and race,9,Kentucky,Other/No Answer
Non-whites college grads,4.0,,president,Education and race,9,Kentucky,Clinton
Non-whites college grads,4.0,,president,Education and race,9,Kentucky,Trump
Non-whites college grads,4.0,,president,Education and race,9,Kentucky,Other/No Answer
Non-whites no degree,9.0,,president,Education and race,9,Kentucky,Clinton
Non-whites no degree,9.0,,president,Education and race,9,Kentucky,Trump
Non-whites no degree,9.0,,president,Education and race,9,Kentucky,Other/No Answer
White college-grad women,19.0,42.0,president,Education among whites by sex,10,Kentucky,Clinton
White college-grad women,19.0,52.0,president,Education among whites by sex,10,Kentucky,Trump
White college-grad women,19.0,6.0,president,Education among whites by sex,10,Kentucky,Other/No Answer
White non-college women,26.0,28.0,president,Education among whites by sex,10,Kentucky,Clinton
White non-college women,26.0,66.0,president,Education among whites by sex,10,Kentucky,Trump
White non-college women,26.0,6.0,president,Education among whites by sex,10,Kentucky,Other/No Answer
White college-grad men,17.0,26.0,president,Education among whites by sex,10,Kentucky,Clinton
White college-grad men,17.0,71.0,president,Education among whites by sex,10,Kentucky,Trump
White college-grad men,17.0,3.0,president,Education among whites by sex,10,Kentucky,Other/No Answer
White non-college men,26.0,18.0,president,Education among whites by sex,10,Kentucky,Clinton
White non-college men,26.0,80.0,president,Education among whites by sex,10,Kentucky,Trump
White non-college men,26.0,2.0,president,Education among whites by sex,10,Kentucky,Other/No Answer
Non-whites,13.0,74.0,president,Education among whites by sex,10,Kentucky,Clinton
Non-whites,13.0,18.0,president,Education among whites by sex,10,Kentucky,Trump
Non-whites,13.0,8.0,president,Education among whites by sex,10,Kentucky,Other/No Answer
"Under $30,000",17.0,36.0,president,Income,11,Kentucky,Clinton
"Under $30,000",17.0,55.0,president,Income,11,Kentucky,Trump
"Under $30,000",17.0,5.0,president,Income,11,Kentucky,Johnson
"Under $30,000",17.0,1.0,president,Income,11,Kentucky,Stein
"Under $30,000",17.0,3.0,president,Income,11,Kentucky,Other/No Answer
"$30K-$49,999",23.0,33.0,president,Income,11,Kentucky,Clinton
"$30K-$49,999",23.0,60.0,president,Income,11,Kentucky,Trump
"$30K-$49,999",23.0,3.0,president,Income,11,Kentucky,Johnson
